Gender,Age,Education,MaritalStatus,FamilyCount,ChildCount,IncomeType,IncomeClass,Occupation,OrgType,HouseOwnYN,DwellingType,HousingType,ResidenceClass,CarOwnedYN,ActiveLoanYN,LoanType,ApplWeek,ApplHour,Accompany,CarPrice,Deposit,LoanTerm,LoanRemainTerm,InterestType,LoanAmount,LoanRemainAmount,HomeAddMatchedYN,WorkAddMatchedYN,InquiryCount,IdChangedYears,InfoChangedYears,PhoneChangedYears
남성,58.8,전문대,결혼,3,1,퇴직,3000만원 미만,기타,서비스,Y,자가,아파트,평균,N,Y,할부금융(장/단기),금,14,단독,43000000,10,24,24,변동,38700000,38700000,Y,Y,0,12.8,30.0,4.2
여성,59.6,고등학교,결혼,2,0,퇴직,3000만원~5000만원 미만,기타,외국계,Y,자가,아파트,평균,Y,N,할부금융(장/단기),수,11,단독,20000000,30,36,36,변동,14000000,14000000,Y,Y,4,0.0,13.8,2.7
남성,59.7,전문대,독신,1,0,퇴직,3000만원 미만,기타,무역,Y,자가,아파트,양호,Y,N,오토론,금,11,단독,30000000,20,48,48,혼합,24000000,24000000,Y,Y,0,13.7,8.1,4.0
남성,60.1,대학교,결혼,3,1,퇴직,5000만원~1억원 미만,기타,운송,N,전세,오피스텔,평균,Y,Y,할부금융(장/단기),금,10,단독,30000000,10,24,24,변동,27000000,27000000,N,Y,0,13.1,6.3,2.3
남성,60.9,전문대,독신,1,0,퇴직,3000만원~5000만원 미만,기타,서비스,Y,자가,연립/다세대/빌라,평균,Y,Y,오토론,목,11,단독,15000000,10,24,24,변동,13500000,13500000,Y,Y,3,12.7,26.0,1.8
남성,63.1,대학교,결혼,3,1,퇴직,3000만원 미만,기타,공공,Y,자가,아파트,평균,N,Y,할부금융(장/단기),수,15,단독,15000000,20,12,12,변동,12000000,12000000,Y,Y,0,12.6,37.2,2.4
남성,63.5,고등학교,결혼,4,2,퇴직,3000만원~5000만원 미만,기타,서비스,Y,자가,아파트,평균,N,Y,할부금융(장/단기),목,17,단독,30000000,30,48,48,혼합,21000000,21000000,Y,Y,2,12.3,11.4,0.0
남성,63.6,고등학교,결혼,2,0,퇴직,5000만원~1억원 미만,기타,산업,Y,자가,연립/다세대/빌라,평균,Y,Y,할부금융(장/단기),금,16,단독,55000000,20,36,36,변동,44000000,44000000,Y,Y,4,10.6,10.4,5.5
남성,65.0,중학교,이혼,2,1,퇴직,3000만원 미만,기타,서비스,N,전세,연립/다세대/빌라,평균,N,Y,할부금융(장/단기),월,11,기타,15000000,10,24,24,변동,13500000,13500000,Y,Y,4,0.0,42.8,6.7
남성,44.7,대학교,결혼,3,1,퇴직,5000만원~1억원 미만,기타,무역,N,월세,아파트,평균,Y,N,할부금융(장/단기),월,16,단독,30000000,20,36,36,변동,24000000,24000000,Y,Y,3,11.5,0.0,4.2
남성,48.1,대학교,결혼,5,3,퇴직,5000만원~1억원 미만,기타,무역,N,전세,아파트,평균,Y,Y,할부금융(장/단기),목,9,단독,43000000,10,24,24,고정,38700000,38700000,Y,Y,4,3.0,18.5,2.6
남성,50.5,고등학교,독신,3,2,퇴직,5000만원~1억원 미만,기타,무역,N,반전세,아파트,평균,N,Y,할부금융(장/단기),월,12,단독,15000000,10,24,24,변동,13500000,13500000,Y,Y,0,5.5,13.4,2.8
남성,53.0,대학원,결혼,2,0,퇴직,5000만원~1억원 미만,기타,산업,Y,자가,아파트,평균,Y,Y,할부금융(장/단기),월,17,단독,30000000,30,36,36,변동,21000000,21000000,Y,Y,6,7.9,30.3,0.0
남성,53.8,대학원,결혼,3,1,퇴직,3000만원~5000만원 미만,기타,무역,Y,자가,아파트,평균,Y,Y,오토론,금,9,단독,30000000,10,24,24,변동,27000000,27000000,Y,Y,1,8.6,32.8,0.5
남성,54.8,대학교,결혼,4,2,퇴직,3000만원~5000만원 미만,기타,서비스,Y,자가,아파트,평균,N,Y,오토론,수,10,단독,52000000,30,48,48,혼합,36400000,36400000,Y,Y,3,9.6,21.3,3.1
남성,55.7,중학교,독신,3,2,퇴직,3000만원~5000만원 미만,기타,산업,Y,자가,연립/다세대/빌라,평균,N,Y,할부금융(장/단기),목,10,자녀,30000000,30,48,48,혼합,21000000,21000000,Y,Y,0,9.6,24.8,6.9
남성,55.8,전문대,결혼,5,3,퇴직,3000만원~5000만원 미만,기타,서비스,Y,자가,아파트,평균,Y,Y,오토론,목,12,친지,15000000,20,12,12,변동,12000000,12000000,Y,Y,1,10.8,34.2,0.0
여성,56.2,고등학교,독신,1,0,퇴직,3000만원 미만,기타,외국계,Y,자가,아파트,평균,Y,N,오토론,월,9,단독,30000000,10,24,24,변동,27000000,27000000,Y,Y,1,10.6,21.6,1.2
여성,56.2,중학교,결혼,3,1,퇴직,5000만원~1억원 미만,기타,무역,Y,자가,아파트,평균,Y,Y,오토론,화,17,단독,18000000,30,48,48,변동,12600000,12600000,Y,Y,3,11.0,20.8,0.0
남성,56.5,고등학교,결혼,5,3,퇴직,3000만원~5000만원 미만,기타,서비스,N,전세,연립/다세대/빌라,평균,N,Y,할부금융(장/단기),월,11,단독,30000000,10,24,24,변동,27000000,27000000,Y,Y,2,10.4,24.6,4.4
남성,57.0,고등학교,결혼,2,0,퇴직,3000만원~5000만원 미만,기타,운송,N,반전세,오피스텔,평균,Y,Y,할부금융(장/단기),목,17,단독,18000000,10,24,24,변동,16200000,16200000,Y,Y,0,6.4,5.7,1.1
남성,57.1,대학교,결혼,2,0,퇴직,3000만원~5000만원 미만,기타,산업,Y,자가,연립/다세대/빌라,평균,Y,N,오토론,수,10,자녀,30000000,10,24,24,변동,27000000,27000000,Y,Y,3,8.6,24.1,0.6
남성,57.6,전문대,결혼,3,1,퇴직,5000만원~1억원 미만,기타,외국계,Y,자가,아파트,평균,Y,Y,할부금융(장/단기),월,10,단독,52000000,20,36,36,변동,41600000,41600000,Y,Y,2,12.1,7.6,1.3
남성,57.6,대학교,결혼,4,2,퇴직,3000만원 미만,기타,공공,Y,자가,아파트,평균,N,Y,할부금융(장/단기),화,11,단독,43000000,20,36,36,변동,34400000,34400000,Y,Y,0,6.8,1.6,1.2
남성,57.6,대학교,결혼,2,0,퇴직,3000만원~5000만원 미만,기타,무역,N,반전세,아파트,평균,Y,N,오토론,목,13,단독,15000000,0,12,12,변동,15000000,15000000,Y,Y,2,11.7,2.8,7.6
남성,58.1,전문대,결혼,3,1,퇴직,5000만원~1억원 미만,기타,서비스,Y,자가,연립/다세대/빌라,평균,N,Y,할부금융(장/단기),수,15,단독,18000000,10,24,24,고정,16200000,16200000,Y,Y,3,13.1,5.8,1.1
남성,58.2,대학교,결혼,2,0,퇴직,3000만원~5000만원 미만,기타,서비스,N,전세,단독주택,평균,Y,Y,할부금융(장/단기),월,12,친지,61000000,10,24,24,고정,54900000,54900000,Y,Y,2,12.5,2.1,2.1
남성,58.3,대학교,결혼,2,0,퇴직,1억원 이상,기타,무역,Y,자가,아파트,평균,Y,Y,할부금융(장/단기),금,13,친지,15000000,10,24,24,변동,13500000,13500000,Y,Y,3,11.7,18.0,0.0
남성,58.6,전문대,결혼,4,2,퇴직,3000만원 미만,기타,외국계,Y,자가,아파트,평균,N,Y,할부금융(장/단기),월,17,단독,25000000,10,24,24,변동,22500000,22500000,Y,Y,0,12.9,25.7,0.7
남성,58.8,대학원,독신,1,0,퇴직,5000만원~1억원 미만,기타,서비스,Y,자가,연립/다세대/빌라,평균,Y,N,할부금융(장/단기),금,16,친지,55000000,0,12,12,고정,55000000,55000000,Y,Y,3,13.0,25.4,0.0
남성,58.9,고등학교,결혼,3,1,퇴직,5000만원~1억원 미만,기타,운송,Y,자가,오피스텔,평균,Y,N,할부금융(장/단기),화,12,단독,25000000,30,36,36,변동,17500000,17500000,Y,Y,4,13.6,13.2,5.4
남성,59.3,대학교,독신,4,3,퇴직,5000만원~1억원 미만,기타,산업,Y,자가,연립/다세대/빌라,평균,Y,N,할부금융(장/단기),화,10,단독,61000000,10,24,24,변동,54900000,54900000,Y,Y,3,11.9,22.1,2.9
남성,59.3,전문대,이혼,1,0,퇴직,5000만원~1억원 미만,기타,서비스,Y,자가,연립/다세대/빌라,평균,Y,Y,오토론,목,12,단독,20000000,20,36,36,고정,16000000,16000000,Y,Y,3,13.3,7.9,0.0
남성,59.4,대학교,결혼,4,2,퇴직,5000만원~1억원 미만,기타,운송,Y,자가,오피스텔,평균,N,Y,할부금융(장/단기),수,9,배우,43000000,20,36,36,변동,34400000,34400000,Y,Y,0,11.9,37.9,2.2
남성,59.5,대학교,결혼,2,0,퇴직,1억원 이상,기타,무역,Y,자가,아파트,평균,Y,N,오토론,금,17,단독,18000000,10,24,24,변동,16200000,16200000,Y,Y,4,11.5,14.8,5.2
남성,59.6,전문대,결혼,3,1,퇴직,5000만원~1억원 미만,기타,산업,Y,자가,연립/다세대/빌라,평균,Y,Y,오토론,화,14,단독,55000000,30,48,48,변동,38500000,38500000,Y,Y,6,12.1,37.7,0.9
남성,59.6,전문대,결혼,4,2,퇴직,3000만원 미만,기타,서비스,Y,자가,연립/다세대/빌라,평균,N,Y,할부금융(장/단기),목,11,배우,15000000,10,24,24,변동,13500000,13500000,Y,Y,0,12.8,29.1,0.0
남성,60.1,전문대,결혼,3,1,퇴직,3000만원 미만,기타,무역,Y,자가,아파트,평균,N,N,할부금융(장/단기),화,15,단독,20000000,20,36,36,고정,16000000,16000000,Y,Y,0,7.5,5.0,0.0
남성,60.9,대학원,독신,2,1,퇴직,3000만원 미만,기타,외국계,N,반전세,아파트,평균,N,N,할부금융(장/단기),월,11,단독,15000000,10,24,24,변동,13500000,13500000,Y,Y,0,0.0,33.7,5.7
여성,61.1,고등학교,결혼,2,0,퇴직,5000만원~1억원 미만,기타,무역,Y,자가,아파트,평균,Y,Y,오토론,금,15,단독,20000000,0,12,12,변동,20000000,20000000,Y,Y,0,12.0,33.6,0.5
남성,63.0,대학교,결혼,4,2,퇴직,5000만원~1억원 미만,기타,공공,Y,자가,아파트,평균,Y,N,오토론,목,10,단독,43000000,10,24,24,고정,38700000,38700000,Y,Y,0,11.3,2.7,0.8
남성,63.8,고등학교,결혼,4,2,퇴직,5000만원~1억원 미만,기타,서비스,Y,자가,단독주택,평균,N,Y,할부금융(장/단기),화,17,단독,25000000,10,24,24,고정,22500000,22500000,Y,Y,1,12.4,12.2,5.3
남성,63.8,고등학교,결혼,2,0,퇴직,5000만원~1억원 미만,기타,운송,Y,자가,오피스텔,평균,Y,Y,할부금융(장/단기),금,11,단독,18000000,10,24,24,고정,16200000,16200000,Y,Y,1,11.4,33.2,0.6
남성,64.3,고등학교,결혼,2,0,퇴직,1억원 이상,기타,서비스,Y,자가,연립/다세대/빌라,평균,Y,N,할부금융(장/단기),목,11,단독,15000000,10,24,24,변동,13500000,13500000,Y,Y,1,11.9,28.0,4.4
남성,64.5,고등학교,결혼,3,1,퇴직,3000만원 미만,기타,산업,Y,자가,연립/다세대/빌라,평균,N,Y,할부금융(장/단기),화,9,단독,25000000,20,48,48,변동,20000000,20000000,Y,Y,4,12.3,26.3,1.3
남성,64.6,전문대,결혼,2,0,퇴직,5000만원~1억원 미만,기타,서비스,Y,자가,연립/다세대/빌라,평균,Y,Y,할부금융(장/단기),화,14,단독,15000000,20,12,12,변동,12000000,12000000,Y,Y,0,10.6,22.4,4.9
남성,65.0,고등학교,결혼,2,0,퇴직,3000만원~5000만원 미만,기타,외국계,N,월세,아파트,평균,N,Y,할부금융(장/단기),월,9,단독,20000000,20,36,36,고정,16000000,16000000,Y,Y,0,11.0,0.0,0.6
남성,39.7,전문대,독신,2,1,퇴직,3000만원 미만,기타,기타,N,월세,아파트,양호,N,Y,할부금융(장/단기),수,13,단독,52000000,0,12,12,변동,52000000,52000000,Y,Y,2,0.0,19.7,4.4
남성,51.5,대학원,결혼,3,1,퇴직,3000만원 미만,기타,공공,Y,자가,아파트,양호,N,N,할부금융(장/단기),수,10,단독,20000000,30,36,36,변동,14000000,14000000,Y,Y,0,6.3,17.2,4.5
남성,55.3,고등학교,독신,1,0,퇴직,3000만원~5000만원 미만,기타,산업,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),목,13,단독,30000000,10,24,24,변동,27000000,27000000,Y,Y,7,10.3,23.4,4.8
남성,55.8,고등학교,결혼,2,0,퇴직,5000만원~1억원 미만,기타,기타,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),수,15,단독,55000000,0,12,12,고정,55000000,55000000,Y,Y,1,10.5,33.9,1.7
남성,55.9,중학교,독신,3,2,퇴직,5000만원~1억원 미만,기타,서비스,Y,자가,단독주택,양호,N,Y,할부금융(장/단기),금,18,단독,43000000,30,48,48,변동,30100000,30100000,N,Y,1,2.0,27.7,0.0
남성,56.0,전문대,결혼,2,0,퇴직,3000만원 미만,기타,무역,N,월세,아파트,양호,Y,Y,할부금융(장/단기),월,16,단독,30000000,30,48,48,변동,21000000,21000000,Y,Y,0,11.0,11.1,6.2
남성,56.6,중학교,결혼,3,1,퇴직,5000만원~1억원 미만,기타,산업,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),목,10,단독,25000000,20,36,36,변동,20000000,20000000,Y,Y,0,6.0,15.2,1.4
남성,56.7,전문대,결혼,2,0,퇴직,3000만원~5000만원 미만,기타,서비스,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),금,10,단독,20000000,20,12,12,변동,16000000,16000000,Y,Y,0,8.3,19.6,0.8
남성,56.7,대학교,결혼,3,1,퇴직,5000만원~1억원 미만,기타,공공,Y,자가,아파트,양호,Y,N,할부금융(장/단기),월,9,단독,55000000,0,12,12,고정,55000000,55000000,Y,Y,8,11.5,27.6,0.0
남성,57.1,고등학교,결혼,2,0,퇴직,3000만원~5000만원 미만,기타,무역,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),화,13,단독,15000000,30,48,48,변동,10500000,10500000,Y,Y,2,11.9,31.7,1.2
남성,57.1,전문대,결혼,3,1,퇴직,3000만원~5000만원 미만,기타,서비스,N,반전세,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),금,15,배우,25000000,20,36,36,변동,20000000,20000000,Y,Y,1,11.8,25.8,0.0
남성,58.5,고등학교,결혼,4,2,퇴직,5000만원~1억원 미만,기타,무역,Y,자가,아파트,양호,Y,N,할부금융(장/단기),화,9,단독,43000000,10,24,24,변동,38700000,38700000,Y,Y,1,12.5,35.4,2.5
남성,59.6,대학교,독신,1,0,퇴직,5000만원~1억원 미만,기타,서비스,Y,자가,아파트,양호,Y,Y,오토론,화,10,단독,15000000,20,36,36,변동,12000000,12000000,Y,Y,9,10.8,31.9,2.7
남성,59.7,중학교,결혼,2,0,퇴직,5000만원~1억원 미만,기타,무역,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),금,10,단독,52000000,0,12,12,변동,52000000,52000000,Y,Y,1,14.0,15.1,3.8
남성,60.4,대학교,결혼,3,1,퇴직,1억원 이상,기타,공공,N,월세,아파트,양호,N,Y,할부금융(장/단기),화,12,단독,55000000,30,48,48,변동,38500000,38500000,Y,Y,0,12.0,7.0,6.9
남성,61.3,전문대,이혼,1,0,퇴직,1억원 이상,기타,운송,Y,자가,오피스텔,양호,Y,Y,할부금융(장/단기),수,11,단독,18000000,10,24,24,변동,16200000,16200000,Y,Y,0,13.5,28.7,5.4
남성,61.4,중학교,독신,2,1,퇴직,3000만원~5000만원 미만,기타,공공,Y,자가,아파트,양호,N,Y,할부금융(장/단기),금,12,단독,15000000,0,12,12,변동,15000000,15000000,Y,Y,3,12.7,22.7,4.4
남성,63.4,고등학교,독신,1,0,퇴직,3000만원 미만,기타,산업,Y,자가,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),목,10,단독,43000000,10,24,24,변동,38700000,38700000,Y,Y,1,13.1,20.4,0.0
여성,63.9,대학교,결혼,4,2,퇴직,5000만원~1억원 미만,기타,서비스,N,전세,단독주택,양호,Y,Y,오토론,월,11,단독,30000000,30,48,48,혼합,21000000,21000000,Y,Y,1,0.9,6.9,3.6
남성,64.7,중학교,결혼,2,0,퇴직,1억원 이상,기타,산업,N,월세,연립/다세대/빌라,양호,N,Y,할부금융(장/단기),월,11,단독,20000000,20,12,12,변동,16000000,16000000,Y,Y,5,12.3,38.3,4.3
여성,64.8,중학교,결혼,2,0,퇴직,3000만원 미만,기타,외국계,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),수,10,단독,25000000,30,36,36,변동,17500000,17500000,Y,Y,0,11.4,33.6,5.4
여성,65.2,고등학교,결혼,3,1,퇴직,3000만원 미만,기타,서비스,N,월세,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),화,11,단독,55000000,20,12,12,변동,44000000,44000000,Y,Y,0,10.9,18.4,0.0
남성,65.7,고등학교,독신,3,2,퇴직,5000만원~1억원 미만,기타,산업,N,반전세,연립/다세대/빌라,양호,Y,N,할부금융(장/단기),금,13,단독,15000000,30,48,48,변동,10500000,10500000,Y,Y,5,13.7,22.9,0.0
남성,65.8,고등학교,독신,2,1,퇴직,5000만원~1억원 미만,기타,기타,Y,자가,아파트,양호,N,N,할부금융(장/단기),금,12,단독,25000000,10,24,24,고정,22500000,22500000,Y,Y,2,11.7,8.4,3.1
남성,66.0,대학교,독신,2,1,퇴직,3000만원~5000만원 미만,기타,운송,N,반전세,오피스텔,양호,N,N,할부금융(장/단기),월,10,단독,61000000,10,24,24,고정,54900000,54900000,Y,Y,3,10.8,0.3,0.5
남성,66.3,전문대,독신,1,0,퇴직,3000만원~5000만원 미만,기타,산업,Y,자가,아파트,양호,Y,N,할부금융(장/단기),목,16,단독,55000000,30,48,48,변동,38500000,38500000,Y,Y,3,11.0,32.2,1.7
남성,66.9,중학교,독신,2,1,퇴직,3000만원~5000만원 미만,기타,산업,Y,자가,연립/다세대/빌라,양호,N,Y,할부금융(장/단기),금,9,자녀,61000000,10,24,24,변동,54900000,54900000,Y,Y,3,2.3,28.1,1.3
남성,68.8,대학교,결혼,3,1,퇴직,3000만원 미만,기타,서비스,Y,공공장기,단독주택,양호,N,N,할부금융(장/단기),화,18,단독,61000000,30,48,48,변동,42700000,42700000,Y,Y,5,12.6,26.7,1.8
남성,52.3,전문대,결혼,4,2,퇴직,3000만원 미만,기타,서비스,Y,자가,단독주택,양호,N,Y,할부금융(장/단기),화,16,단독,15000000,10,24,24,변동,13500000,13500000,Y,Y,4,0.0,0.2,3.4
남성,52.7,대학교,독신,2,1,퇴직,3000만원~5000만원 미만,기타,서비스,N,전세,아파트,양호,Y,Y,할부금융(장/단기),목,13,단독,18000000,10,24,24,변동,16200000,16200000,Y,Y,5,7.6,34.6,1.7
남성,54.6,대학교,독신,3,2,퇴직,3000만원~5000만원 미만,기타,외국계,N,전세,아파트,양호,Y,Y,할부금융(장/단기),수,11,단독,43000000,30,48,48,변동,30100000,30100000,Y,Y,1,9.6,8.7,3.6
남성,55.4,대학원,독신,2,1,퇴직,3000만원 미만,기타,서비스,Y,자가,연립/다세대/빌라,양호,N,N,할부금융(장/단기),화,16,단독,61000000,10,24,24,고정,54900000,54900000,Y,Y,2,8.8,11.2,4.6
남성,55.5,대학교,결혼,3,1,퇴직,3000만원~5000만원 미만,기타,공공,Y,자가,아파트,양호,N,N,오토론,월,12,단독,55000000,20,36,36,변동,44000000,44000000,Y,Y,0,4.2,23.0,0.2
남성,55.9,대학교,결혼,2,0,퇴직,3000만원~5000만원 미만,기타,무역,Y,자가,아파트,양호,Y,N,할부금융(장/단기),금,16,단독,15000000,10,24,24,변동,13500000,13500000,Y,Y,0,9.5,19.4,6.9
남성,57.4,고등학교,이혼,3,2,퇴직,1억원 이상,기타,산업,Y,자가,아파트,양호,N,Y,할부금융(장/단기),금,11,단독,30000000,30,36,36,변동,21000000,21000000,Y,Y,3,9.3,19.3,4.7
남성,57.5,고등학교,결혼,4,2,퇴직,3000만원~5000만원 미만,기타,공공,N,반전세,아파트,양호,N,N,할부금융(장/단기),목,9,단독,20000000,20,36,36,고정,16000000,16000000,Y,Y,0,11.0,1.7,0.0
남성,58.1,고등학교,결혼,2,0,퇴직,3000만원~5000만원 미만,기타,서비스,Y,자가,연립/다세대/빌라,양호,Y,N,오토론,화,16,단독,18000000,30,48,48,변동,12600000,12600000,Y,Y,2,12.1,28.0,8.5
남성,60.0,전문대,결혼,3,1,퇴직,5000만원~1억원 미만,기타,서비스,Y,자가,단독주택,양호,N,N,할부금융(장/단기),화,10,단체,55000000,20,36,36,변동,44000000,44000000,Y,Y,2,14.0,35.6,5.2
남성,60.3,전문대,독신,2,1,퇴직,3000만원~5000만원 미만,기타,산업,Y,자가,연립/다세대/빌라,양호,N,N,할부금융(장/단기),목,10,단독,20000000,30,36,36,변동,14000000,14000000,Y,Y,1,13.7,24.7,2.4
여성,62.2,전문대,결혼,2,0,퇴직,3000만원~5000만원 미만,기타,산업,Y,자가,연립/다세대/빌라,양호,Y,N,할부금융(장/단기),금,10,단독,43000000,10,24,24,변동,38700000,38700000,Y,Y,2,13.0,17.7,0.9
남성,63.6,전문대,독신,2,1,퇴직,5000만원~1억원 미만,기타,서비스,Y,자가,연립/다세대/빌라,양호,N,Y,할부금융(장/단기),화,16,단독,15000000,10,24,24,변동,13500000,13500000,Y,Y,3,13.1,35.9,2.0
남성,63.8,전문대,결혼,4,2,퇴직,3000만원~5000만원 미만,기타,산업,Y,자가,연립/다세대/빌라,양호,N,Y,할부금융(장/단기),화,16,기타,15000000,10,24,24,변동,13500000,13500000,Y,Y,2,13.1,40.5,1.3
남성,68.2,대학교,이혼,2,1,퇴직,5000만원~1억원 미만,기타,산업,Y,자가,아파트,양호,N,Y,할부금융(장/단기),목,15,단독,15000000,20,36,36,변동,12000000,12000000,Y,Y,3,11.4,2.0,1.1
남성,50.0,전문대,이혼,3,2,퇴직,5000만원~1억원 미만,기타,운송,N,반전세,오피스텔,양호,N,N,할부금융(장/단기),수,13,단독,18000000,30,48,48,변동,12600000,12600000,Y,Y,0,4.9,22.0,3.9
남성,50.5,대학교,독신,1,0,퇴직,3000만원~5000만원 미만,기타,서비스,Y,자가,아파트,양호,Y,N,할부금융(장/단기),목,10,기타,20000000,20,12,12,변동,16000000,16000000,Y,Y,0,5.3,1.1,1.2
남성,52.0,대학교,결혼,3,1,퇴직,5000만원~1억원 미만,기타,무역,N,전세,아파트,양호,Y,Y,할부금융(장/단기),목,9,단독,25000000,30,36,36,고정,17500000,17500000,Y,Y,3,6.9,13.8,0.5
남성,52.4,대학교,이혼,2,1,퇴직,5000만원~1억원 미만,기타,공공,Y,자가,아파트,양호,N,Y,할부금융(장/단기),수,11,단독,43000000,10,24,24,고정,38700000,38700000,Y,Y,5,7.3,20.2,1.6
남성,52.8,전문대,결혼,3,1,퇴직,5000만원~1억원 미만,기타,무역,Y,자가,아파트,양호,N,N,할부금융(장/단기),월,11,단독,61000000,10,24,24,고정,54900000,54900000,Y,Y,0,7.8,8.6,0.4
남성,53.0,전문대,이혼,1,0,퇴직,5000만원~1억원 미만,기타,산업,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),화,18,단독,52000000,0,12,12,변동,52000000,52000000,Y,Y,3,8.0,15.2,3.9
남성,53.0,고등학교,이혼,2,1,퇴직,5000만원~1억원 미만,기타,산업,Y,자가,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),화,18,단독,30000000,20,48,48,혼합,24000000,24000000,Y,Y,3,8.0,15.2,3.9
남성,53.9,전문대,독신,3,2,퇴직,1억원 이상,기타,무역,Y,자가,아파트,양호,N,Y,할부금융(장/단기),수,11,단독,30000000,30,48,48,혼합,21000000,21000000,N,Y,2,8.5,3.6,1.4
남성,54.3,고등학교,결혼,3,1,퇴직,3000만원 미만,기타,산업,N,월세,연립/다세대/빌라,양호,N,Y,할부금융(장/단기),월,11,친지,18000000,10,24,24,고정,16200000,16200000,Y,Y,0,9.2,22.7,0.0
남성,54.6,고등학교,결혼,3,1,퇴직,3000만원~5000만원 미만,기타,외국계,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),수,14,단독,30000000,20,12,12,고정,24000000,24000000,Y,Y,0,8.6,6.5,0.9
남성,54.6,대학교,결혼,2,0,퇴직,5000만원~1억원 미만,기타,기타,Y,자가,아파트,양호,Y,N,할부금융(장/단기),수,16,단독,25000000,20,36,36,변동,20000000,20000000,Y,Y,5,2.7,24.2,5.1
남성,55.5,전문대,결혼,2,0,퇴직,3000만원~5000만원 미만,기타,무역,Y,자가,아파트,양호,Y,N,오토론,수,11,단독,20000000,20,48,48,변동,16000000,16000000,Y,Y,1,10.1,27.8,2.4
남성,55.6,고등학교,결혼,3,1,퇴직,3000만원~5000만원 미만,기타,기타,Y,자가,단독주택,양호,N,Y,할부금융(장/단기),목,15,단독,61000000,10,24,24,변동,54900000,54900000,Y,Y,4,0.0,29.2,1.4
남성,55.9,고등학교,결혼,3,1,퇴직,3000만원~5000만원 미만,기타,서비스,Y,자가,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),월,16,단독,15000000,10,24,24,변동,13500000,13500000,Y,Y,0,9.1,2.2,0.0
남성,56.0,고등학교,결혼,3,1,퇴직,5000만원~1억원 미만,기타,공공,N,반전세,아파트,양호,Y,Y,할부금융(장/단기),목,13,단독,55000000,20,12,12,변동,44000000,44000000,Y,Y,1,0.0,20.5,0.2
남성,56.4,대학교,결혼,2,0,퇴직,3000만원 미만,기타,산업,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),화,9,단독,20000000,20,48,48,변동,16000000,16000000,Y,Y,0,11.3,33.0,4.1
남성,56.5,대학교,결혼,3,1,퇴직,3000만원~5000만원 미만,기타,서비스,Y,자가,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),목,15,배우,61000000,10,24,24,변동,54900000,54900000,Y,Y,1,1.3,0.0,0.0
여성,57.2,대학교,결혼,4,2,퇴직,5000만원~1억원 미만,기타,산업,Y,자가,연립/다세대/빌라,양호,N,Y,할부금융(장/단기),화,10,친지,55000000,0,12,12,고정,55000000,55000000,Y,Y,1,12.0,27.7,1.6
남성,57.2,전문대,결혼,3,1,퇴직,5000만원~1억원 미만,기타,서비스,N,반전세,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),화,11,단독,25000000,10,24,24,변동,22500000,22500000,Y,Y,1,10.7,26.5,0.0
남성,58.0,대학교,독신,2,1,퇴직,5000만원~1억원 미만,기타,무역,Y,자가,아파트,양호,Y,N,오토론,목,10,단독,25000000,10,24,24,고정,22500000,22500000,N,Y,0,10.0,10.0,7.6
남성,58.0,대학교,결혼,4,2,퇴직,3000만원~5000만원 미만,기타,산업,Y,자가,아파트,양호,N,Y,할부금융(장/단기),월,17,단독,55000000,30,48,48,변동,38500000,38500000,Y,Y,2,12.2,22.8,3.6
여성,58.3,고등학교,결혼,2,0,퇴직,5000만원~1억원 미만,기타,서비스,Y,자가,아파트,양호,Y,N,할부금융(장/단기),금,9,단독,20000000,20,12,12,변동,16000000,16000000,Y,Y,0,12.4,29.0,4.6
남성,59.1,고등학교,이혼,2,1,퇴직,3000만원~5000만원 미만,기타,산업,Y,자가,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),화,11,단독,30000000,20,36,36,변동,24000000,24000000,Y,Y,2,12.9,23.6,4.1
남성,59.2,전문대,독신,2,1,퇴직,3000만원~5000만원 미만,기타,무역,Y,자가,아파트,양호,Y,Y,오토론,수,14,단독,20000000,20,48,48,변동,16000000,16000000,Y,Y,1,13.3,1.3,0.4
남성,59.5,중학교,결혼,2,0,퇴직,5000만원~1억원 미만,기타,서비스,Y,자가,단독주택,양호,Y,Y,할부금융(장/단기),화,11,단독,30000000,10,24,24,변동,27000000,27000000,Y,Y,0,13.2,37.0,0.0
