Gender,Age,Education,MaritalStatus,FamilyCount,ChildCount,IncomeType,IncomeClass,Occupation,OrgType,EmployedYears,HouseOwnYN,DwellingType,HousingType,ResidenceClass,CarOwnedYN,ActiveLoanYN,LoanType,ApplWeek,ApplHour,Accompany,CarPrice,Deposit,LoanTerm,LoanRemainTerm,InterestType,LoanAmount,LoanRemainAmount,HomeAddMatchedYN,WorkAddMatchedYN,InquiryCount,IdChangedYears,InfoChangedYears,PhoneChangedYears
남성,36.1,전문대,독신,1,0,서비스,3000만원 미만,노동,산업,5.0,Y,자가,아파트,양호,Y,Y,오토론,수,12,단독,30000000,30,36,36,변동,21000000,21000000,Y,Y,2,7.0,14.7,6.8
남성,36.3,고등학교,결혼,3,1,사업,5000만원~1억원 미만,전문기술,기타,12.8,N,전세,단독주택,양호,N,Y,할부금융(장/단기),월,16,단독,30000000,10,24,24,변동,27000000,27000000,Y,Y,2,14.4,20.2,0.3
남성,37.1,전문대,결혼,3,1,서비스,3000만원~5000만원 미만,영업,일반,11.8,N,월세,연립/다세대/빌라,양호,N,Y,할부금융(장/단기),수,14,단독,55000000,0,12,12,고정,55000000,55000000,Y,Y,2,14.6,14.5,0.3
여성,37.4,전문대,결혼,3,1,서비스,5000만원~1억원 미만,노동,일반,1.5,Y,자가,아파트,양호,N,Y,오토론,금,11,단독,20000000,10,24,24,변동,18000000,18000000,Y,Y,2,4.8,32.4,4.3
남성,37.6,고등학교,독신,1,0,사업,3000만원~5000만원 미만,기타,은행/보험,3.7,N,월세,오피스텔,양호,Y,Y,할부금융(장/단기),목,10,단독,25000000,20,36,36,변동,20000000,20000000,Y,N,3,12.0,31.5,0.0
남성,37.6,고등학교,결혼,3,1,서비스,3000만원 미만,기타,일반,14.8,Y,자가,아파트,양호,N,Y,할부금융(장/단기),화,9,단독,55000000,30,48,48,변동,38500000,38500000,Y,N,0,13.0,17.0,2.1
남성,38.2,전문대,독신,2,1,기타,5000만원~1억원 미만,IT개발/관리,운송,17.2,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),화,12,단독,52000000,0,12,12,변동,52000000,52000000,Y,N,2,7.7,12.2,0.0
남성,38.4,대학교,결혼,3,1,사업,5000만원~1억원 미만,영업,일반,6.9,Y,자가,연립/다세대/빌라,양호,N,Y,할부금융(장/단기),화,13,배우,30000000,30,48,48,변동,21000000,21000000,Y,Y,5,12.9,19.5,5.8
남성,39.0,고등학교,독신,1,0,사업,3000만원~5000만원 미만,개인서비스,자영업,1.2,N,전세,오피스텔,양호,Y,Y,할부금융(장/단기),화,18,단독,43000000,30,36,36,변동,30100000,30100000,Y,N,3,9.6,0.0,6.2
남성,39.5,대학교,결혼,3,1,사업,1억원 이상,영업,자영업,6.1,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),수,17,단독,15000000,20,12,12,변동,12000000,12000000,Y,Y,3,12.4,2.0,5.3
여성,40.2,대학교,결혼,2,0,사업,5000만원~1억원 미만,운전,자영업,7.2,N,반전세,연립/다세대/빌라,양호,Y,N,할부금융(장/단기),월,10,단독,15000000,10,24,24,변동,13500000,13500000,Y,N,2,0.0,7.4,3.2
남성,40.2,전문대,결혼,5,3,사업,5000만원~1억원 미만,기타,일반,12.0,Y,자가,단독주택,양호,Y,N,할부금융(장/단기),월,14,단독,18000000,10,24,24,변동,16200000,16200000,Y,Y,3,12.9,24.3,4.3
남성,40.6,전문대,결혼,2,0,공무원,3000만원~5000만원 미만,제약,제약,10.5,Y,자가,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),월,11,단독,61000000,10,24,24,변동,54900000,54900000,Y,Y,3,11.4,11.0,6.5
남성,40.9,대학교,결혼,4,2,사업,1억원 이상,요리,자영업,7.7,Y,자가,아파트,양호,N,Y,할부금융(장/단기),화,15,단독,30000000,30,48,48,변동,21000000,21000000,N,Y,1,13.0,18.7,1.3
남성,41.7,대학원,결혼,4,2,사업,5000만원~1억원 미만,노동,자영업,4.1,Y,자가,오피스텔,양호,Y,N,할부금융(장/단기),수,17,단독,43000000,20,36,36,변동,34400000,34400000,Y,Y,1,12.3,5.2,4.2
남성,43.1,대학교,결혼,3,1,기타,5000만원~1억원 미만,일반업무,유치원,11.6,Y,자가,오피스텔,양호,Y,Y,오토론,월,19,단독,30000000,30,48,48,혼합,21000000,21000000,Y,Y,4,5.9,10.0,1.7
남성,43.9,대학교,결혼,4,2,서비스,3000만원~5000만원 미만,제약,기타,20.9,Y,자가,아파트,양호,N,Y,할부금융(장/단기),월,15,배우,30000000,10,24,24,변동,27000000,27000000,N,Y,6,13.0,10.1,7.1
여성,44.5,대학교,결혼,3,1,사업,5000만원~1억원 미만,운전,기타,2.4,Y,자가,연립/다세대/빌라,양호,Y,N,할부금융(장/단기),수,12,단독,61000000,10,24,24,변동,54900000,54900000,Y,Y,1,12.3,1.9,0.8
남성,45.7,대학교,이혼,3,2,서비스,1억원 이상,매니저,자영업,3.7,Y,자가,연립/다세대/빌라,양호,N,N,할부금융(장/단기),화,10,단독,30000000,30,36,36,변동,21000000,21000000,Y,Y,0,0.6,6.6,3.3
여성,45.7,고등학교,결혼,3,1,서비스,5000만원~1억원 미만,IT개발/관리,기타,20.8,Y,자가,오피스텔,양호,Y,Y,할부금융(장/단기),목,14,단독,20000000,20,48,48,변동,16000000,16000000,Y,Y,8,0.6,23.7,8.0
남성,45.9,전문대,결혼,4,2,서비스,3000만원 미만,매니저,공공,11.2,N,반전세,아파트,양호,N,Y,할부금융(장/단기),화,12,단독,15000000,10,24,24,변동,13500000,13500000,Y,Y,0,0.9,27.9,0.0
남성,46.1,고등학교,결혼,4,2,사업,5000만원~1억원 미만,회계,자영업,9.6,Y,자가,연립/다세대/빌라,양호,N,Y,할부금융(장/단기),금,11,단독,20000000,20,48,48,변동,16000000,16000000,Y,Y,2,1.1,32.6,5.8
남성,46.6,고등학교,결혼,4,2,서비스,5000만원~1억원 미만,노동,일반,0.5,Y,자가,연립/다세대/빌라,양호,N,N,할부금융(장/단기),월,10,단독,25000000,10,24,24,고정,22500000,22500000,Y,N,2,0.0,12.0,2.6
남성,47.0,고등학교,결혼,4,2,사업,5000만원~1억원 미만,기타,일반,9.5,Y,자가,아파트,양호,N,N,할부금융(장/단기),수,15,단독,25000000,10,24,24,변동,22500000,22500000,Y,N,0,1.9,10.4,2.4
남성,47.7,고등학교,결혼,4,2,사업,5000만원~1억원 미만,영업,자영업,6.8,Y,자가,아파트,양호,Y,N,할부금융(장/단기),월,12,단독,30000000,20,36,36,변동,24000000,24000000,Y,N,1,2.6,27.7,0.0
남성,48.0,대학교,독신,4,3,공무원,3000만원~5000만원 미만,일반업무,공공,16.1,Y,자가,아파트,양호,N,Y,할부금융(장/단기),금,13,단독,43000000,10,24,24,고정,38700000,38700000,Y,Y,1,2.9,25.3,1.3
남성,48.7,고등학교,독신,3,2,사업,5000만원~1억원 미만,기타,기타,11.9,Y,자가,연립/다세대/빌라,양호,N,Y,할부금융(장/단기),화,12,단독,43000000,10,24,24,변동,38700000,38700000,Y,Y,8,3.6,31.5,3.5
남성,48.8,전문대,결혼,3,1,사업,5000만원~1억원 미만,제약,제약,0.7,Y,자가,오피스텔,양호,Y,Y,할부금융(장/단기),목,16,단독,52000000,20,12,12,변동,41600000,41600000,Y,Y,0,3.8,10.2,6.5
여성,50.0,대학교,결혼,5,3,사업,5000만원~1억원 미만,기타,일반,4.1,Y,자가,아파트,양호,N,Y,할부금융(장/단기),화,15,단독,52000000,30,48,48,혼합,36400000,36400000,Y,Y,2,4.9,14.9,8.3
남성,50.2,전문대,결혼,3,1,서비스,5000만원~1억원 미만,보안,보안,1.7,Y,자가,아파트,양호,Y,N,할부금융(장/단기),수,12,단독,20000000,10,24,24,변동,18000000,18000000,Y,N,3,5.1,0.0,7.8
남성,51.0,대학교,독신,3,2,서비스,5000만원~1억원 미만,기타,일반,2.9,Y,자가,아파트,양호,N,Y,할부금융(장/단기),금,11,단독,18000000,10,24,24,고정,16200000,16200000,Y,Y,0,5.8,34.0,0.0
여성,53.0,대학교,결혼,4,2,사업,5000만원~1억원 미만,운전,건설,0.7,N,월세,아파트,양호,N,Y,할부금융(장/단기),월,14,단독,15000000,30,48,48,변동,10500000,10500000,Y,Y,2,7.8,1.8,3.9
남성,54.1,전문대,독신,1,0,사업,5000만원~1억원 미만,기타,일반,0.6,Y,자가,아파트,양호,Y,N,오토론,화,12,단독,18000000,30,48,48,변동,12600000,12600000,Y,Y,4,8.3,20.0,4.1
남성,54.4,고등학교,결혼,3,1,사업,5000만원~1억원 미만,기타,일반,9.9,Y,자가,아파트,양호,Y,N,할부금융(장/단기),화,10,단독,20000000,20,36,36,고정,16000000,16000000,Y,Y,3,9.3,30.4,1.2
남성,54.6,고등학교,이혼,1,0,사업,5000만원~1억원 미만,영업,무역,6.8,Y,자가,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),월,10,단독,30000000,20,12,12,고정,24000000,24000000,Y,Y,2,9.5,26.4,1.6
남성,55.5,대학교,결혼,2,0,공무원,1억원 이상,매니저,공공,9.1,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),화,14,단독,30000000,10,24,24,변동,27000000,27000000,Y,Y,1,9.9,12.0,1.5
여성,57.4,대학교,이혼,3,2,사업,5000만원~1억원 미만,노동,건설,0.3,Y,자가,아파트,양호,N,Y,할부금융(장/단기),월,15,단독,30000000,10,24,24,변동,27000000,27000000,Y,Y,1,11.4,15.2,0.0
여성,59.0,대학교,결혼,3,1,사업,5000만원~1억원 미만,IT개발/관리,기타,9.5,Y,자가,아파트,양호,N,Y,할부금융(장/단기),금,14,단독,43000000,10,24,24,변동,38700000,38700000,Y,Y,5,11.4,38.8,1.4
남성,24.7,전문대,독신,1,0,서비스,3000만원 미만,영업,일반,0.5,N,반전세,아파트,양호,N,Y,할부금융(장/단기),목,9,단독,30000000,30,48,48,혼합,21000000,21000000,Y,Y,3,2.4,6.4,0.4
여성,25.3,고등학교,독신,1,0,서비스,3000만원 미만,노동,건설,1.0,Y,자가,연립/다세대/빌라,양호,N,Y,할부금융(장/단기),수,13,단독,61000000,10,24,24,변동,54900000,54900000,Y,Y,4,4.9,0.6,0.0
남성,27.5,고등학교,독신,1,0,공무원,3000만원~5000만원 미만,IT개발/관리,기타,1.4,N,반전세,아파트,양호,N,N,할부금융(장/단기),월,14,단독,18000000,10,24,24,변동,16200000,16200000,Y,N,5,2.0,10.3,3.1
남성,28.0,고등학교,독신,1,0,사업,5000만원~1억원 미만,영업,자영업,0.6,N,월세,연립/다세대/빌라,양호,N,Y,할부금융(장/단기),목,16,단독,20000000,10,24,24,변동,18000000,18000000,N,Y,0,7.5,8.9,3.2
여성,28.3,전문대,독신,1,0,서비스,5000만원~1억원 미만,전문기술,기타,1.2,Y,자가,오피스텔,양호,Y,Y,할부금융(장/단기),금,16,단독,20000000,10,24,24,변동,18000000,18000000,Y,Y,1,0.6,14.0,0.2
남성,30.3,대학교,독신,1,0,사업,3000만원~5000만원 미만,보안,공공,1.8,N,전세,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),월,11,단독,25000000,20,36,36,변동,20000000,20000000,Y,Y,3,9.6,6.2,2.0
남성,31.0,대학교,독신,1,0,사업,3000만원~5000만원 미만,영업,기타,2.6,N,반전세,아파트,양호,Y,N,할부금융(장/단기),월,14,단독,20000000,30,48,48,변동,14000000,14000000,Y,Y,0,4.4,13.0,1.4
남성,31.4,대학교,결혼,3,1,서비스,5000만원~1억원 미만,전문기술,일반,2.9,Y,자가,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),수,10,단독,18000000,10,24,24,변동,16200000,16200000,Y,Y,0,1.8,4.4,5.1
여성,31.4,대학교,결혼,3,1,공무원,5000만원~1억원 미만,기타,공공,1.8,N,월세,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),화,14,단독,30000000,0,12,12,변동,30000000,30000000,Y,Y,0,11.2,2.1,2.7
남성,32.8,대학교,결혼,4,2,사업,1억원 이상,회계,은행/보험,7.9,Y,자가,오피스텔,양호,N,Y,할부금융(장/단기),화,14,단독,15000000,10,24,24,변동,13500000,13500000,Y,N,4,6.4,2.8,2.0
남성,33.6,전문대,독신,2,1,공무원,3000만원~5000만원 미만,제약,제약,12.2,N,전세,아파트,양호,N,Y,할부금융(장/단기),수,10,단독,55000000,30,48,48,변동,38500000,38500000,Y,Y,0,13.4,17.5,0.0
남성,34.4,대학교,결혼,3,1,서비스,5000만원~1억원 미만,노동,제약,11.1,N,전세,연립/다세대/빌라,양호,N,Y,할부금융(장/단기),화,10,단독,55000000,20,12,12,변동,44000000,44000000,Y,Y,1,11.8,11.5,3.5
여성,34.9,고등학교,결혼,3,1,사업,1억원 이상,운전,건설,1.2,N,반전세,아파트,양호,N,Y,할부금융(장/단기),월,16,단독,18000000,10,24,24,변동,16200000,16200000,Y,Y,3,3.8,3.8,3.9
남성,35.6,고등학교,독신,1,0,사업,3000만원~5000만원 미만,영업,일반,2.7,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),수,15,단독,43000000,20,36,36,변동,34400000,34400000,Y,Y,0,14.6,14.2,1.2
남성,36.2,대학교,독신,2,1,사업,5000만원~1억원 미만,요리,일반,2.9,Y,자가,아파트,양호,N,Y,할부금융(장/단기),목,15,단독,43000000,20,48,48,변동,34400000,34400000,Y,Y,0,9.1,20.0,1.4
남성,37.0,고등학교,독신,1,0,사업,3000만원 미만,기타,기타,3.4,N,전세,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),화,16,단독,30000000,10,24,24,변동,27000000,27000000,Y,Y,2,14.2,3.8,4.5
남성,37.1,대학교,독신,1,0,서비스,3000만원~5000만원 미만,영업,일반,6.6,Y,자가,오피스텔,양호,Y,Y,할부금융(장/단기),화,17,단독,30000000,10,24,24,변동,27000000,27000000,Y,Y,0,0.0,5.0,3.1
남성,37.2,대학원,결혼,3,1,서비스,5000만원~1억원 미만,회계,일반,4.2,N,반전세,아파트,양호,N,N,할부금융(장/단기),수,12,단독,15000000,10,24,24,변동,13500000,13500000,Y,Y,1,12.1,8.1,0.6
남성,37.2,전문대,결혼,2,0,사업,3000만원~5000만원 미만,노동,자영업,0.3,N,전세,아파트,양호,Y,Y,오토론,수,14,단독,15000000,10,24,24,변동,13500000,13500000,Y,Y,0,10.8,3.2,4.1
남성,38.0,대학교,독신,1,0,공무원,3000만원~5000만원 미만,일반업무,군/경,6.8,N,월세,오피스텔,양호,Y,Y,할부금융(장/단기),수,14,단독,20000000,20,36,36,고정,16000000,16000000,Y,Y,0,0.0,5.0,6.0
남성,38.1,전문대,이혼,1,0,서비스,3000만원 미만,청소/세탁,보안,0.8,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),목,16,단독,18000000,10,24,24,고정,16200000,16200000,Y,Y,1,2.2,7.6,0.5
남성,38.3,전문대,결혼,4,2,서비스,5000만원~1억원 미만,IT개발/관리,산업,5.8,N,월세,아파트,양호,N,N,할부금융(장/단기),화,12,단독,15000000,10,24,24,변동,13500000,13500000,Y,N,0,12.4,13.6,0.0
남성,38.3,대학교,결혼,2,0,서비스,5000만원~1억원 미만,매니저,군/경,4.9,Y,자가,아파트,양호,Y,N,오토론,목,15,단독,15000000,0,12,12,변동,15000000,15000000,Y,N,3,12.4,3.0,1.3
여성,38.8,대학교,독신,2,1,서비스,3000만원~5000만원 미만,영업,자영업,1.4,N,전세,아파트,양호,N,Y,할부금융(장/단기),목,10,친지,20000000,30,48,48,변동,14000000,14000000,Y,Y,4,11.9,22.3,4.1
여성,39.4,대학교,결혼,3,1,사업,5000만원~1억원 미만,일반업무,무역,1.9,Y,자가,단독주택,양호,N,Y,할부금융(장/단기),화,14,단독,30000000,10,24,24,변동,27000000,27000000,Y,Y,0,11.8,23.3,0.3
여성,39.6,고등학교,결혼,4,2,서비스,5000만원~1억원 미만,운전,일반,4.0,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),금,14,단독,15000000,30,48,48,변동,10500000,10500000,N,Y,5,13.1,0.0,0.0
남성,39.7,전문대,결혼,3,1,서비스,3000만원~5000만원 미만,영업,무역,1.5,Y,자가,아파트,양호,N,Y,오토론,수,13,단독,55000000,20,12,12,변동,44000000,44000000,Y,Y,0,12.1,17.7,0.0
남성,40.6,전문대,독신,2,1,서비스,5000만원~1억원 미만,매니저,공공,6.0,Y,자가,단독주택,양호,N,N,할부금융(장/단기),화,13,단독,30000000,10,24,24,변동,27000000,27000000,Y,Y,0,11.4,10.9,4.5
남성,41.1,중학교,결혼,5,3,사업,3000만원~5000만원 미만,노동,교육,6.2,Y,공공장기,단독주택,양호,N,Y,할부금융(장/단기),목,11,자녀,15000000,20,12,12,변동,12000000,12000000,Y,Y,1,12.3,24.9,1.5
여성,41.2,대학교,결혼,3,1,사업,1억원 이상,기타,일반,1.7,N,월세,아파트,양호,Y,Y,할부금융(장/단기),금,16,단독,25000000,30,36,36,변동,17500000,17500000,Y,N,1,14.9,0.0,4.3
남성,41.2,대학교,독신,4,3,사업,5000만원~1억원 미만,회계,일반,16.1,N,반전세,아파트,양호,N,N,할부금융(장/단기),금,13,단독,25000000,10,24,24,고정,22500000,22500000,Y,Y,0,11.3,25.2,5.0
남성,41.5,고등학교,결혼,3,1,공무원,5000만원~1억원 미만,일반업무,군/경,6.2,Y,자가,단독주택,양호,Y,N,오토론,금,18,기타,61000000,10,24,24,고정,54900000,54900000,Y,Y,0,13.5,25.5,0.5
여성,41.7,고등학교,결혼,3,1,서비스,5000만원~1억원 미만,IT개발/관리,기타,4.4,N,전세,아파트,양호,Y,Y,할부금융(장/단기),화,14,단독,43000000,10,24,24,고정,38700000,38700000,Y,N,0,11.4,25.6,7.1
남성,42.1,대학교,독신,2,1,공무원,1억원 이상,매니저,군/경,8.8,N,월세,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),화,15,단독,25000000,20,36,36,변동,20000000,20000000,Y,Y,0,1.6,1.3,0.8
남성,42.1,전문대,결혼,3,1,사업,1억원 이상,기타,일반,4.2,Y,자가,오피스텔,양호,Y,Y,할부금융(장/단기),월,9,단독,20000000,20,36,36,고정,16000000,16000000,Y,Y,2,12.0,8.1,6.8
여성,42.7,대학원,결혼,2,0,서비스,1억원 이상,매니저,산업,6.7,Y,가족공동,아파트,양호,Y,Y,할부금융(장/단기),화,11,단독,43000000,10,24,24,변동,38700000,38700000,Y,Y,4,12.0,0.9,0.3
여성,43.2,전문대,결혼,3,1,서비스,5000만원~1억원 미만,IT개발/관리,산업,2.5,N,반전세,연립/다세대/빌라,양호,Y,N,할부금융(장/단기),금,16,단독,43000000,10,24,24,변동,38700000,38700000,Y,Y,3,6.8,10.6,1.8
남성,43.4,고등학교,결혼,5,3,사업,5000만원~1억원 미만,기타,서비스,2.3,Y,자가,아파트,양호,N,Y,할부금융(장/단기),수,12,단독,30000000,20,36,36,변동,24000000,24000000,Y,Y,1,8.2,0.4,0.3
남성,43.8,전문대,이혼,1,0,서비스,5000만원~1억원 미만,회계,일반,7.1,N,반전세,단독주택,양호,Y,Y,할부금융(장/단기),금,12,단독,30000000,30,48,48,변동,21000000,21000000,Y,Y,1,11.3,21.5,7.3
여성,44.6,전문대,결혼,2,0,사업,1억원 이상,운전,자영업,11.7,Y,자가,아파트,양호,Y,N,할부금융(장/단기),화,12,단독,25000000,30,36,36,고정,17500000,17500000,Y,Y,0,10.6,23.3,2.5
남성,44.8,대학교,독신,2,1,서비스,3000만원~5000만원 미만,영업,일반,1.0,Y,자가,오피스텔,양호,Y,N,할부금융(장/단기),금,12,단독,15000000,10,24,24,변동,13500000,13500000,Y,Y,0,11.6,8.6,0.7
남성,45.0,대학원,독신,1,0,사업,1억원 이상,회계,일반,3.8,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),수,10,단독,20000000,20,48,48,변동,16000000,16000000,Y,Y,1,11.4,0.0,2.3
남성,45.3,대학교,독신,3,2,사업,5000만원~1억원 미만,매니저,운송,7.5,Y,자가,오피스텔,양호,N,Y,할부금융(장/단기),수,10,단독,30000000,0,12,12,변동,30000000,30000000,Y,Y,1,0.2,24.6,1.6
남성,46.6,전문대,결혼,5,3,사업,3000만원 미만,노동,일반,7.1,Y,자가,아파트,양호,N,Y,할부금융(장/단기),화,16,단독,52000000,20,12,12,변동,41600000,41600000,Y,Y,1,1.6,25.9,6.0
남성,48.1,고등학교,결혼,4,2,사업,5000만원~1억원 미만,기타,일반,16.7,N,전세,아파트,양호,N,Y,할부금융(장/단기),수,14,단독,20000000,20,48,48,변동,16000000,16000000,Y,Y,0,3.0,27.3,0.0
남성,48.1,대학교,결혼,3,1,공무원,3000만원~5000만원 미만,일반업무,공공,8.6,Y,자가,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),목,16,단독,30000000,10,24,24,변동,27000000,27000000,Y,Y,6,3.1,8.9,1.0
남성,48.4,고등학교,결혼,3,1,서비스,5000만원~1억원 미만,기타,공공,8.8,N,반전세,아파트,양호,Y,N,할부금융(장/단기),수,15,단독,30000000,20,36,36,변동,24000000,24000000,Y,Y,4,2.9,26.8,6.6
남성,48.8,대학교,결혼,2,0,사업,5000만원~1억원 미만,IT개발/관리,산업,8.8,Y,자가,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),화,15,단독,20000000,20,12,12,변동,16000000,16000000,Y,N,1,3.6,11.4,2.3
남성,49.1,대학교,이혼,4,3,서비스,3000만원~5000만원 미만,노동,자영업,0.5,N,월세,아파트,양호,N,Y,할부금융(장/단기),월,14,단독,52000000,20,36,36,변동,41600000,41600000,Y,Y,0,4.0,26.6,1.6
여성,49.4,대학교,결혼,3,1,서비스,3000만원~5000만원 미만,전문기술,농업,2.6,N,전세,연립/다세대/빌라,양호,Y,Y,오토론,수,15,단독,61000000,10,24,24,변동,54900000,54900000,Y,Y,0,4.2,0.5,4.7
남성,51.7,전문대,결혼,2,0,공무원,5000만원~1억원 미만,일반업무,교육,16.0,Y,자가,아파트,양호,Y,N,할부금융(장/단기),화,15,배우,25000000,10,24,24,고정,22500000,22500000,Y,Y,1,6.5,7.6,1.0
여성,53.2,중학교,결혼,5,3,기타,5000만원~1억원 미만,IT개발/관리,산업,11.4,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),금,12,단독,52000000,0,12,12,변동,52000000,52000000,Y,Y,3,8.0,10.7,1.7
남성,53.2,고등학교,결혼,3,1,서비스,5000만원~1억원 미만,매니저,보안,11.5,Y,자가,연립/다세대/빌라,양호,Y,N,할부금융(장/단기),월,16,단독,18000000,10,24,24,변동,16200000,16200000,Y,Y,4,8.1,27.0,4.6
남성,53.9,대학교,결혼,3,1,서비스,5000만원~1억원 미만,일반업무,교육,19.9,Y,자가,아파트,양호,N,Y,할부금융(장/단기),수,15,단독,30000000,30,36,36,변동,21000000,21000000,Y,Y,0,8.8,20.7,4.5
남성,54.8,고등학교,결혼,3,1,서비스,5000만원~1억원 미만,요리,교육,1.2,Y,자가,단독주택,양호,Y,Y,할부금융(장/단기),수,16,단독,30000000,10,24,24,변동,27000000,27000000,Y,Y,0,9.5,23.3,0.7
남성,55.6,전문대,결혼,3,1,공무원,3000만원~5000만원 미만,청소/세탁,교육,4.4,Y,자가,연립/다세대/빌라,양호,N,Y,할부금융(장/단기),월,12,단독,30000000,10,24,24,변동,27000000,27000000,Y,Y,3,5.4,5.4,1.9
남성,57.1,전문대,결혼,3,1,사업,5000만원~1억원 미만,회계,일반,13.0,N,월세,아파트,양호,Y,N,할부금융(장/단기),화,12,단독,20000000,10,24,24,변동,18000000,18000000,Y,Y,1,11.5,17.5,5.8
남성,58.3,전문대,독신,1,0,서비스,3000만원~5000만원 미만,청소/세탁,일반,1.6,Y,자가,아파트,양호,Y,N,할부금융(장/단기),금,12,단독,52000000,20,36,36,변동,41600000,41600000,Y,Y,3,2.4,15.0,0.0
남성,59.2,고등학교,결혼,5,3,공무원,5000만원~1억원 미만,기타,기타,4.0,N,반전세,아파트,양호,N,N,할부금융(장/단기),화,14,단독,61000000,30,48,48,변동,42700000,42700000,Y,Y,1,11.3,27.8,4.0
여성,63.0,고등학교,결혼,3,1,서비스,5000만원~1억원 미만,운전,군/경,3.8,N,월세,아파트,양호,Y,Y,할부금융(장/단기),목,9,단독,43000000,10,24,24,변동,38700000,38700000,Y,Y,2,13.7,21.9,1.5
남성,67.1,전문대,독신,2,1,서비스,3000만원~5000만원 미만,청소/세탁,자영업,7.8,Y,자가,아파트,양호,N,Y,할부금융(장/단기),수,14,단독,43000000,20,36,36,변동,34400000,34400000,N,Y,3,12.6,0.0,1.1
여성,23.0,고등학교,독신,1,0,서비스,3000만원 미만,개인서비스,통신,0.3,N,전세,아파트,양호,N,Y,할부금융(장/단기),화,14,기타,30000000,30,36,36,변동,21000000,21000000,Y,Y,1,3.0,19.3,0.9
여성,24.2,대학교,독신,1,0,서비스,3000만원 미만,보안,기타,0.8,Y,자가,아파트,양호,N,N,할부금융(장/단기),화,11,단독,25000000,30,36,36,변동,17500000,17500000,Y,Y,2,4.1,9.7,2.2
남성,26.0,전문대,독신,1,0,서비스,5000만원~1억원 미만,전문기술,자영업,1.7,N,월세,연립/다세대/빌라,양호,N,Y,오토론,화,9,단독,43000000,20,48,48,변동,34400000,34400000,Y,Y,1,2.9,10.8,2.1
여성,26.6,고등학교,독신,1,0,사업,3000만원~5000만원 미만,운전,서비스,3.5,Y,자가,아파트,양호,N,Y,할부금융(장/단기),화,15,단독,55000000,0,12,12,고정,55000000,55000000,Y,Y,1,4.3,12.2,5.5
여성,27.0,대학교,결혼,3,1,사업,5000만원~1억원 미만,매니저,일반,2.1,N,반전세,아파트,양호,N,Y,할부금융(장/단기),목,17,단독,15000000,30,48,48,변동,10500000,10500000,Y,Y,2,6.9,12.7,0.0
여성,29.2,중학교,독신,1,0,서비스,5000만원~1억원 미만,노동,운송,6.0,N,월세,아파트,양호,N,Y,할부금융(장/단기),금,16,단독,25000000,20,48,48,변동,20000000,20000000,Y,Y,0,0.0,15.0,5.7
여성,29.5,대학원,독신,1,0,사업,3000만원~5000만원 미만,매니저,무역,4.6,Y,가족공동,아파트,양호,N,N,할부금융(장/단기),금,12,단독,18000000,10,24,24,고정,16200000,16200000,Y,N,2,9.4,13.7,0.9
남성,30.4,대학교,결혼,4,2,사업,3000만원~5000만원 미만,일반업무,은행/보험,5.0,N,월세,연립/다세대/빌라,양호,N,Y,할부금융(장/단기),월,9,단독,25000000,20,36,36,변동,20000000,20000000,Y,Y,0,5.5,3.3,2.0
여성,30.5,대학교,결혼,4,2,공무원,5000만원~1억원 미만,일반업무,군/경,6.4,N,월세,아파트,양호,N,N,할부금융(장/단기),수,15,단독,61000000,10,24,24,변동,54900000,54900000,Y,Y,1,7.9,13.8,0.0
여성,30.9,전문대,결혼,3,1,서비스,3000만원~5000만원 미만,영업,기타,1.1,Y,자가,아파트,양호,N,Y,할부금융(장/단기),월,16,단독,15000000,10,24,24,변동,13500000,13500000,Y,Y,1,10.0,15.0,0.0
여성,31.2,대학교,결혼,4,2,사업,1억원 이상,매니저,일반,1.0,N,반전세,아파트,양호,Y,N,할부금융(장/단기),목,11,단독,55000000,30,48,48,변동,38500000,38500000,Y,Y,1,9.4,4.1,5.0
여성,32.1,대학교,결혼,3,1,서비스,1억원 이상,운전,자영업,0.4,Y,자가,아파트,양호,Y,N,할부금융(장/단기),수,10,단독,30000000,10,24,24,변동,27000000,27000000,Y,Y,0,11.0,16.7,1.4
남성,33.2,대학교,독신,2,1,서비스,3000만원~5000만원 미만,일반업무,무역,9.8,Y,자가,연립/다세대/빌라,양호,N,N,할부금융(장/단기),화,13,단독,43000000,10,24,24,변동,38700000,38700000,Y,Y,0,12.8,11.5,2.5
